date,lst_day_kelvin,lst_anomaly_kelvin,qa_flag
2016-01-05,247.22,-19.72,1
2016-01-09,244.43,-26.95,1
2016-01-13,245.45,-27.54,1
2016-01-15,247.0,-24.32,1
2016-01-16,249.04,-23.89,1
2016-01-17,256.44,-14.43,1
2016-01-19,245.26,-25.77,1
2016-01-20,246.68,-25.54,1
2016-01-21,247.7,-24.4,1
2016-01-22,251.05,-21.45,1
2016-01-23,246.72,-26.92,1
2016-01-24,249.94,-20.23,1
2016-01-25,248.58,-23.5,1
2016-01-31,249.41,-22.76,1
2016-02-02,251.76,-19.9,1
2016-02-03,245.15,-29.02,1
2016-02-07,256.3,-15.42,1
2016-02-08,251.76,-19.67,1
2016-02-16,252.91,-20.9,1
2016-02-28,255.72,-21.14,1
2016-03-03,271.42,-7.65,1
2016-03-04,256.4,-19.71,1
2016-03-05,260.71,-15.27,1
2016-03-07,253.97,-24.57,1
2016-03-08,254.94,-22.24,1
2016-03-09,252.96,-24.08,1
2016-03-10,263.4,-14.82,1
2016-03-22,258.44,-19.96,1
2016-03-29,256.95,-24.68,1
2016-03-30,265.68,-16.31,1
2016-04-07,259.55,-23.39,1
2016-04-14,263.07,-20.93,1
2016-04-15,268.46,-15.63,1
2016-04-16,258.99,-23.11,1
2016-04-18,260.29,-23.86,1
2016-04-24,256.73,-27.25,1
2016-04-28,255.25,-28.83,1
2016-04-29,270.19,-16.03,1
2016-04-30,267.83,-17.46,1
2016-05-01,273.54,-10.85,1
2016-05-02,268.58,-16.99,1
2016-05-07,268.92,-15.8,1
2016-05-10,278.07,-6.61,1
2016-05-15,271.97,-11.74,1
2016-05-17,273.63,-12.09,1
2016-05-18,270.88,-16.82,1
2016-05-20,274.92,-9.05,1
2016-05-21,268.46,-16.11,1
2016-05-22,274.95,-10.91,1
2016-05-26,276.84,-6.99,1
2016-05-27,275.83,-10.45,1
2016-05-29,264.68,-20.6,1
2016-05-30,274.0,-12.4,1
2016-05-31,274.68,-11.58,1
2016-06-01,269.81,-16.45,1
2016-06-02,279.8,-6.76,1
2016-06-04,277.64,-11.85,1
2016-06-05,278.56,-9.88,1
2016-06-06,269.67,-16.67,1
2016-06-07,275.54,-12.5,1
2016-06-08,272.88,-16.87,1
2016-06-09,282.38,-7.38,1
2016-06-10,274.82,-13.78,1
2016-06-13,270.35,-16.18,1
2016-06-14,277.45,-7.92,1
2016-06-18,275.82,-8.25,1
2016-06-19,274.52,-9.71,1
2016-06-20,280.45,-1.97,1
2016-06-23,270.98,-14.74,1
2016-06-24,269.35,-16.69,1
2016-06-25,277.36,-8.66,1
2016-06-26,274.12,-9.13,1
2016-06-27,276.69,-6.79,1
2016-06-28,276.85,-6.92,1
2016-06-30,277.8,-8.86,1
2016-07-01,273.12,-10.64,1
2016-07-02,278.61,-8.0,1
2016-07-04,275.79,-8.37,1
2016-07-05,273.71,-7.99,1
2016-07-08,270.82,-12.34,1
2016-07-10,280.66,-2.73,1
2016-07-11,277.64,-5.43,1
2016-07-13,273.9,-9.36,1
2016-07-14,279.8,-2.14,1
2016-07-16,273.19,-11.3,1
2016-07-17,274.24,-9.09,1
2016-07-20,276.01,-10.09,1
2016-07-21,273.71,-6.4,1
2016-07-23,275.5,-7.84,1
2016-07-24,271.97,-7.98,1
2016-07-25,278.91,-4.01,1
2016-07-26,273.67,-8.32,1
2016-07-30,272.9,-8.43,1
2016-08-01,276.22,-5.89,1
2016-08-02,277.6,-5.12,1
2016-08-03,277.01,-3.43,1
2016-08-04,276.24,-7.62,1
2016-08-05,277.83,-4.86,1
2016-08-06,275.9,-6.2,1
2016-08-14,276.97,-3.02,1
2016-08-24,276.31,-4.91,1
2016-08-26,271.3,-11.79,1
2016-09-03,265.03,-15.86,1
2016-09-04,274.96,-8.15,1
2016-09-05,279.05,-3.34,1
2016-09-07,270.46,-13.1,1
2016-09-08,269.15,-14.44,1
2016-09-09,273.23,-11.6,1
2016-09-10,270.98,-11.0,1
2016-09-12,268.28,-14.24,1
2016-09-14,263.96,-19.24,1
2016-09-16,270.25,-13.32,1
2016-09-17,265.52,-18.43,1
2016-09-18,272.74,-10.89,1
2016-09-19,267.69,-18.22,1
2016-09-20,273.76,-11.38,1
2016-09-22,261.82,-20.49,1
2016-09-23,270.01,-13.86,1
2016-09-25,270.46,-15.9,1
2016-09-26,264.08,-20.16,1
2016-09-27,272.47,-13.61,1
2016-09-28,266.42,-18.2,1
2016-09-29,276.58,-8.61,1
2016-09-30,270.4,-14.69,1
2016-10-01,272.7,-11.18,1
2016-10-02,277.52,-6.8,1
2016-10-04,270.54,-13.0,1
2016-10-09,254.33,-29.79,1
2016-10-10,256.34,-27.78,1
2016-10-11,264.48,-21.16,1
2016-10-12,270.08,-15.08,1
2016-10-13,262.16,-22.15,1
