date,lst_day_kelvin,lst_anomaly_kelvin,qa_flag
2016-01-02,279.61,9.28,1
2016-01-03,276.52,8.13,1
2016-01-04,277.74,6.19,1
2016-01-06,275.72,4.21,1
2016-01-07,279.01,6.36,1
2016-01-08,274.63,3.56,1
2016-01-09,264.78,-6.6,1
2016-01-10,274.08,4.19,1
2016-01-12,278.68,5.63,1
2016-01-13,274.54,1.55,1
2016-01-14,277.76,4.99,1
2016-01-15,274.14,2.82,1
2016-01-16,279.25,6.32,1
2016-01-17,276.23,5.36,1
2016-01-18,279.34,6.61,1
2016-01-21,267.27,-4.83,1
2016-01-22,266.71,-5.79,1
2016-01-23,274.95,1.31,1
2016-01-24,270.65,0.48,1
2016-01-28,274.66,2.22,1
2016-01-29,274.55,3.05,1
2016-01-30,276.76,5.26,1
2016-01-31,274.45,2.28,1
2016-02-01,277.35,5.18,1
2016-02-02,276.36,4.7,1
2016-02-03,280.73,6.56,1
2016-02-04,282.7,8.14,1
2016-02-05,282.01,8.79,1
2016-02-07,279.98,8.26,1
2016-02-09,270.5,-0.61,1
2016-02-10,274.43,2.26,1
2016-02-11,273.68,-0.57,1
2016-02-13,274.52,-0.32,1
2016-02-14,274.62,0.72,1
2016-02-15,278.76,3.86,1
2016-02-16,273.38,-0.43,1
2016-02-17,281.36,5.92,1
2016-02-18,281.36,5.31,1
2016-03-02,278.87,1.38,1
2016-03-03,275.4,-3.67,1
2016-03-04,279.53,3.42,1
2016-03-05,277.0,1.02,1
2016-03-07,279.7,1.16,1
2016-03-08,278.99,1.81,1
2016-03-09,280.63,3.59,1
2016-03-10,280.47,2.25,1
2016-03-11,285.91,8.13,1
2016-03-12,274.2,-3.01,1
2016-03-14,278.62,0.62,1
2016-03-16,274.96,-2.5,1
2016-03-18,280.23,2.06,1
2016-03-19,278.84,-0.29,1
2016-03-20,285.84,7.9,1
2016-03-21,276.87,-3.03,1
2016-03-22,284.56,6.16,1
2016-03-23,281.18,2.62,1
2016-03-24,284.78,3.4,1
2016-03-25,291.0,11.15,1
2016-03-26,287.45,6.5,1
2016-03-27,274.71,-6.77,1
2016-03-29,281.75,0.12,1
2016-04-01,278.93,-2.13,1
2016-04-02,277.38,-3.02,1
2016-04-03,286.66,6.02,1
2016-04-05,292.96,9.8,1
2016-04-06,288.32,6.19,1
2016-04-07,292.18,9.24,1
2016-04-08,279.04,-2.86,1
2016-04-09,285.74,3.06,1
2016-04-10,293.87,11.12,1
2016-04-11,287.55,5.21,1
2016-04-12,295.86,12.08,1
2016-04-13,290.1,6.3,1
2016-04-14,291.7,7.7,1
2016-04-15,289.64,5.55,1
2016-04-16,287.88,5.78,1
2016-04-17,285.75,0.84,1
2016-04-18,287.76,3.61,1
2016-04-19,276.62,-8.06,1
2016-04-21,295.77,10.89,1
2016-04-22,291.49,7.81,1
2016-04-24,281.9,-2.08,1
2016-04-25,287.78,2.65,1
2016-04-26,295.72,10.09,1
2016-04-27,291.13,6.63,1
2016-04-28,294.39,10.31,1
2016-04-29,286.86,0.64,1
2016-04-30,294.56,9.27,1
2016-05-01,293.46,9.07,1
2016-05-03,292.79,8.59,1
2016-05-08,275.35,-9.73,1
2016-05-09,285.63,0.42,1
2016-05-10,278.25,-6.43,1
2016-05-15,287.93,4.22,1
2016-05-17,290.67,4.95,1
2016-05-19,277.0,-6.37,1
2016-05-22,291.84,5.98,1
2016-05-23,286.31,-1.49,1
2016-05-24,280.25,-3.82,1
2016-05-27,273.85,-12.43,1
2016-05-30,277.5,-8.9,1
2016-05-31,274.58,-11.68,1
2016-06-01,287.79,1.53,1
2016-06-02,284.22,-2.34,1
2016-06-08,271.82,-17.93,1
2016-06-13,281.55,-4.98,1
2016-06-14,278.89,-6.48,1
2016-06-15,274.32,-10.72,1
2016-06-18,277.13,-6.94,1
2016-06-20,274.66,-7.76,1
2016-06-21,275.41,-7.9,1
2016-06-29,276.43,-9.31,1
2016-07-08,274.87,-8.29,1
2016-07-09,281.23,-1.94,1
2016-07-10,284.98,1.59,1
2016-07-12,276.32,-3.5,1
2016-07-15,276.15,-7.65,1
2016-07-24,276.21,-3.74,1
2016-08-04,291.39,7.53,1
2016-08-05,280.17,-2.52,1
2016-08-12,279.36,-5.52,1
2016-08-19,275.77,-6.78,1
2016-08-20,293.84,9.08,1
2016-08-21,293.8,7.53,1
2016-08-23,287.94,4.1,1
2016-08-27,287.46,4.43,1
2016-08-28,278.62,-3.87,1
2016-08-29,284.15,2.04,1
2016-08-31,284.34,-0.02,1
2016-09-03,271.4,-9.49,1
2016-09-09,266.88,-17.95,1
2016-09-10,265.31,-16.67,1
2016-09-15,279.92,-1.97,1
2016-09-17,274.62,-9.33,1
2016-09-18,262.76,-20.87,1
2016-09-19,280.49,-5.42,1
2016-09-20,275.62,-9.52,1
2016-09-22,278.78,-3.53,1
2016-09-27,278.58,-7.5,1
2016-09-30,274.63,-10.46,1
2016-10-01,281.27,-2.61,1
2016-10-03,272.06,-11.09,1
2016-10-04,274.49,-9.05,1
2016-10-08,275.76,-7.69,1
2016-10-10,281.77,-2.35,1
2016-10-11,279.18,-6.46,1
2016-10-12,281.15,-4.01,1
2016-10-13,280.07,-4.24,1
2016-10-14,285.83,-0.15,1
2016-10-15,274.29,-12.29,1
2016-10-16,278.95,-6.69,1
2016-10-17,283.78,-1.31,1
2016-10-18,275.01,-9.73,1
2016-10-21,284.79,1.43,1
2016-10-22,283.9,0.69,1
2016-10-23,288.69,6.2,1
2016-10-24,287.01,4.08,1
2016-10-26,287.07,4.43,1
2016-10-27,282.95,0.57,1
2016-10-28,286.97,4.98,1
2016-10-29,283.06,1.54,1
2016-10-30,286.96,5.77,1
2016-10-31,283.18,1.37,1
2016-11-01,285.58,3.77,1
2016-11-02,284.72,2.89,1
2016-11-03,281.69,0.46,1
2016-11-04,286.86,7.27,1
2016-11-05,283.73,4.25,1
2016-11-06,286.69,6.38,1
2016-11-07,283.28,3.06,1
2016-11-08,285.89,5.88,1
2016-11-09,288.12,7.61,1
2016-11-11,287.49,7.12,1
2016-11-12,283.16,2.09,1
2016-11-13,286.41,4.94,1
2016-11-14,283.06,2.25,1
2016-11-15,285.02,5.46,1
2016-11-16,282.45,2.66,1
2016-11-17,285.87,6.69,1
2016-11-18,285.33,6.15,1
2016-11-19,282.69,3.8,1
2016-11-20,286.47,6.71,1
2016-11-21,284.64,5.89,1
2016-11-22,288.74,9.22,1
2016-11-23,285.04,6.63,1
2016-11-24,286.69,8.25,1
2016-11-25,285.15,6.46,1
2016-11-27,286.81,7.63,1
2016-11-28,280.35,3.12,1
2016-11-29,285.88,6.87,1
2016-11-30,281.59,5.7,1
2016-12-01,282.2,4.37,1
2016-12-02,280.53,4.38,1
2016-12-03,282.8,6.58,1
2016-12-04,284.16,7.28,1
2016-12-05,282.34,6.14,1
2016-12-06,284.79,8.1,1
2016-12-07,283.69,8.36,1
2016-12-08,286.4,8.78,1
2016-12-09,283.33,5.98,1
2016-12-10,285.77,9.67,1
2016-12-11,283.56,6.81,1
2016-12-13,284.46,9.64,1
2016-12-14,281.2,6.54,1
2016-12-15,284.33,9.43,1
2016-12-16,283.22,9.67,1
2016-12-17,282.73,9.49,1
2016-12-18,282.02,8.42,1
2016-12-19,284.2,9.61,1
2016-12-20,285.46,11.23,1
2016-12-21,285.77,11.15,1
2016-12-22,287.68,14.3,1
2016-12-23,280.57,5.99,1
2016-12-24,281.25,8.83,1
2016-12-25,277.46,6.17,1
2016-12-27,274.3,3.67,1
2016-12-29,275.71,3.27,1
2016-12-30,271.94,-0.39,1
2016-12-31,267.72,-2.81,1
2017-01-02,261.22,-9.11,1
2017-01-03,261.26,-7.13,1
2017-01-04,268.9,-2.65,1
2017-01-05,263.44,-3.5,1
2017-01-06,266.71,-4.8,1
2017-01-07,265.12,-7.53,1
2017-01-08,266.58,-4.49,1
2017-01-09,268.4,-2.98,1
2017-01-10,262.99,-6.9,1
2017-01-11,263.42,-9.79,1
2017-01-12,263.01,-10.04,1
2017-01-14,267.53,-5.24,1
2017-01-15,269.01,-2.31,1
2017-01-16,271.63,-1.3,1
2017-01-17,269.14,-1.73,1
2017-01-18,272.73,0.0,1
2017-01-19,268.28,-2.75,1
2017-01-20,277.27,5.05,1
2017-01-21,280.02,7.92,1
2017-01-22,273.4,0.9,1
2017-01-23,275.6,1.96,1
2017-01-24,277.43,7.26,1
2017-01-25,278.17,6.09,1
2017-01-26,274.9,3.82,1
2017-01-28,264.94,-7.5,1
2017-01-30,270.5,-1.0,1
2017-01-31,270.57,-1.6,1
2017-02-01,269.59,-2.58,1
2017-02-02,269.35,-2.31,1
2017-02-03,280.49,6.32,1
2017-02-04,276.18,1.62,1
2017-02-06,275.83,2.79,1
2017-02-07,277.49,5.77,1
2017-02-08,277.81,6.38,1
2017-02-10,277.91,5.74,1
2017-02-11,275.83,1.58,1
2017-02-12,279.14,4.82,1
2017-02-13,276.18,1.34,1
2017-02-15,281.53,6.63,1
2017-02-16,276.06,2.25,1
2017-02-17,282.39,6.95,1
2017-02-18,283.02,6.97,1
2017-02-19,283.47,7.25,1
2017-02-20,279.9,5.33,1
2017-02-21,277.03,2.12,1
2017-02-22,273.98,-1.25,1
2017-02-23,276.79,1.68,1
2017-02-24,280.22,3.84,1
2017-02-25,279.16,4.79,1
2017-02-26,281.91,5.56,1
2017-02-27,280.02,5.42,1
2017-02-28,285.07,8.21,1
2017-03-01,281.27,3.51,1
2017-03-03,274.47,-4.6,1
2017-03-05,281.19,5.21,1
2017-03-06,278.24,3.19,1
2017-03-08,279.03,1.85,1
2017-03-12,265.55,-11.66,1
2017-03-13,269.4,-8.56,1
2017-03-14,271.21,-6.79,1
2017-03-15,270.61,-6.84,1
2017-03-16,275.27,-2.19,1
2017-03-17,267.59,-10.16,1
2017-03-21,274.3,-5.6,1
2017-03-22,276.28,-2.12,1
2017-03-23,280.86,2.3,1
2017-03-24,277.18,-4.2,1
2017-03-25,276.53,-3.32,1
2017-03-26,276.36,-4.59,1
2017-03-27,277.58,-3.9,1
2017-03-28,281.77,0.09,1
2017-03-29,277.63,-4.0,1
2017-03-30,286.21,4.22,1
2017-03-31,283.83,2.77,1
2017-04-01,283.66,2.6,1
2017-04-02,275.35,-5.05,1
2017-04-04,284.12,3.72,1
2017-04-06,280.48,-1.65,1
2017-04-07,284.41,1.47,1
2017-04-08,281.13,-0.77,1
2017-04-09,283.79,1.11,1
2017-04-10,287.7,4.95,1
2017-04-11,287.79,5.45,1
2017-04-12,279.77,-4.01,1
2017-04-13,289.1,5.3,1
2017-04-14,278.26,-5.74,1
2017-04-16,275.93,-6.17,1
2017-04-17,288.63,3.72,1
2017-04-18,290.97,6.82,1
2017-04-20,277.02,-7.43,1
2017-04-21,275.94,-8.94,1
2017-04-22,277.56,-6.12,1
2017-04-25,288.3,3.17,1
2017-04-26,290.03,4.4,1
2017-04-27,283.69,-0.81,1
2017-04-29,283.58,-2.64,1
2017-04-30,278.32,-6.97,1
2017-05-02,278.4,-7.17,1
2017-05-03,276.71,-7.49,1
2017-05-04,276.3,-7.37,1
2017-05-06,279.02,-4.5,1
2017-05-07,279.1,-5.62,1
2017-05-08,276.19,-8.89,1
2017-05-16,276.14,-9.52,1
2017-05-17,293.0,7.28,1
2017-05-18,285.24,-2.46,1
2017-05-19,287.85,4.48,1
2017-05-20,282.9,-1.07,1
2017-05-22,292.0,6.14,1
2017-05-23,288.12,0.32,1
2017-05-24,284.18,0.11,1
2017-05-25,284.87,-1.27,1
2017-05-30,281.3,-5.1,1
2017-05-31,281.7,-4.56,1
2017-06-01,284.17,-2.09,1
2017-06-02,287.42,0.86,1
2017-06-03,289.05,2.89,1
2017-06-04,298.86,9.37,1
2017-06-10,281.94,-6.66,1
2017-06-11,282.42,-3.9,1
2017-06-12,290.95,4.13,1
2017-06-13,290.79,4.26,1
2017-06-14,283.57,-1.8,1
2017-06-18,282.53,-1.54,1
2017-06-19,278.5,-5.73,1
2017-06-23,276.45,-9.27,1
2017-06-26,280.3,-2.95,1
2017-06-29,283.2,-2.54,1
2017-06-30,291.38,4.72,1
2017-07-07,274.81,-9.41,1
2017-07-13,272.82,-10.44,1
2017-07-16,290.17,5.68,1
2017-07-17,279.85,-3.48,1
2017-07-18,277.14,-3.85,1
2017-07-19,277.59,-3.18,1
2017-07-20,271.12,-14.98,1
2017-07-29,277.9,-0.84,1
2017-08-02,276.08,-6.64,1
2017-08-03,274.24,-6.2,1
2017-08-08,274.66,-9.37,1
2017-08-11,278.08,-4.77,1
2017-08-16,264.7,-18.23,1
2017-08-26,282.57,-0.52,1
2017-08-30,280.08,-4.71,1
2017-08-31,284.66,0.3,1
2017-09-04,292.68,9.57,1
2017-09-05,276.11,-6.28,1
2017-09-06,281.94,-1.89,1
2017-09-08,286.8,3.21,1
2017-09-09,288.59,3.76,1
2017-09-11,290.09,5.14,1
2017-09-12,282.42,-0.1,1
2017-09-13,285.37,3.03,1
2017-09-14,285.99,2.79,1
2017-09-16,283.39,-0.18,1
2017-09-17,284.5,0.55,1
2017-09-23,285.11,1.24,1
2017-09-24,291.25,4.28,1
2017-09-25,286.13,-0.23,1
2017-09-27,280.67,-5.41,1
2017-09-29,279.65,-5.54,1
2017-09-30,275.62,-9.47,1
2017-10-01,286.43,2.55,1
2017-10-02,279.62,-4.7,1
2017-10-03,290.29,7.14,1
2017-10-04,281.21,-2.33,1
2017-10-05,277.79,-6.55,1
2017-10-06,283.29,-1.78,1
2017-10-07,279.38,-5.92,1
2017-10-08,283.8,0.35,1
2017-10-09,277.64,-6.48,1
2017-10-10,288.86,4.74,1
