date,lst_day_kelvin,lst_anomaly_kelvin,qa_flag
2016-01-02,266.3,-4.03,1
2016-01-03,266.88,-1.51,1
2016-01-05,263.72,-3.22,1
2016-01-09,258.77,-12.61,1
2016-01-10,266.43,-3.46,1
2016-01-11,265.09,-8.12,1
2016-01-13,265.68,-7.31,1
2016-01-15,262.05,-9.27,1
2016-01-16,264.36,-8.57,1
2016-01-17,264.97,-5.9,1
2016-01-19,257.72,-13.31,1
2016-01-20,262.71,-9.51,1
2016-01-21,263.39,-8.71,1
2016-01-22,265.04,-7.46,1
2016-01-23,264.2,-9.44,1
2016-01-24,265.07,-5.1,1
2016-01-25,265.75,-6.33,1
2016-01-27,258.82,-10.94,1
2016-01-28,261.07,-11.37,1
2016-01-31,257.98,-14.19,1
2016-02-01,261.01,-11.16,1
2016-02-02,265.23,-6.43,1
2016-02-03,263.98,-10.19,1
2016-02-04,266.07,-8.49,1
2016-02-05,263.48,-9.74,1
2016-02-08,268.23,-3.2,1
2016-02-09,269.31,-1.8,1
2016-02-12,261.99,-12.33,1
2016-02-14,258.9,-15.0,1
2016-02-16,266.72,-7.09,1
2016-02-17,265.84,-9.6,1
2016-02-18,269.01,-7.04,1
2016-02-28,270.9,-5.96,1
2016-03-03,273.04,-6.03,1
2016-03-04,268.92,-7.19,1
2016-03-07,269.77,-8.77,1
2016-03-08,272.45,-4.73,1
2016-03-09,270.14,-6.9,1
2016-03-10,267.02,-11.2,1
2016-03-21,267.96,-11.94,1
2016-03-22,269.49,-8.91,1
2016-03-26,258.78,-22.17,1
2016-03-28,269.2,-12.48,1
2016-03-29,267.22,-14.41,1
2016-03-30,275.21,-6.78,1
2016-04-07,272.02,-10.92,1
2016-04-08,269.76,-12.14,1
2016-04-12,272.8,-10.98,1
2016-04-13,271.89,-11.91,1
2016-04-14,273.18,-10.82,1
2016-04-16,274.02,-8.08,1
2016-04-18,273.82,-10.33,1
2016-04-20,274.66,-9.79,1
2016-04-24,271.89,-12.09,1
2016-04-25,274.31,-10.82,1
2016-04-26,270.8,-14.83,1
2016-04-27,272.99,-11.51,1
2016-04-28,273.25,-10.83,1
2016-04-29,275.79,-10.43,1
2016-04-30,274.95,-10.34,1
2016-05-01,277.49,-6.9,1
2016-05-02,275.53,-10.04,1
2016-05-06,273.1,-10.42,1
2016-05-07,275.3,-9.42,1
2016-05-08,277.97,-7.11,1
2016-05-09,272.68,-12.53,1
2016-05-10,279.44,-5.24,1
2016-05-13,276.98,-6.8,1
2016-05-15,275.24,-8.47,1
2016-05-16,273.55,-12.11,1
2016-05-17,279.38,-6.34,1
2016-05-18,277.81,-9.89,1
2016-05-19,273.18,-10.19,1
2016-05-20,277.41,-6.56,1
2016-05-21,277.54,-7.03,1
2016-05-22,280.19,-5.67,1
2016-05-25,273.5,-12.64,1
2016-05-26,278.49,-5.34,1
2016-05-27,280.59,-5.69,1
2016-05-29,280.06,-5.22,1
2016-05-30,275.79,-10.61,1
2016-05-31,282.33,-3.93,1
2016-06-01,281.8,-4.46,1
2016-06-02,281.62,-4.94,1
