date,temperature_2m_k,total_precip_m_day,snow_depth_m_we
2017-11-27,263.8,0.016676,0.05
2017-11-28,264.33,0.018851,0.05
2017-11-29,264.75,0.011697,0.05
2017-11-30,264.97,0.01171,0.05
2017-12-01,266.05,0.007439,0.05
2017-12-02,267.05,0.004723,0.05
2017-12-03,269.38,0.002375,0.05
2017-12-04,270.49,0.003295,0.05
2017-12-05,270.6,0.007044,0.05
2017-12-06,270.96,0.006902,0.05
2017-12-07,270.82,0.009653,0.05
2017-12-08,269.45,0.009625,0.05
2017-12-09,267.59,0.001915,0.05
2017-12-10,267.28,0.002051,0.05
2017-12-11,268.65,0.004279,0.05
2017-12-12,266.63,0.017907,0.05
2017-12-13,265.95,0.023088,0.05
2017-12-14,266.14,0.017848,0.05
2017-12-15,266.38,0.014452,0.05
2017-12-16,266.51,0.016422,0.05
2017-12-17,267.47,0.012621,0.05
2017-12-18,266.81,0.006132,0.05
2017-12-19,267.32,0.002831,0.05
2017-12-20,268.96,0.00803,0.05
2017-12-21,268.95,0.008716,0.05
2017-12-22,269.05,0.011551,0.05
2017-12-23,268.31,0.010151,0.05
2017-12-24,266.0,0.015764,0.05
2017-12-25,262.63,0.007159,0.05
2017-12-26,261.48,0.000166,0.05
2017-12-27,263.56,2e-06,0.05
2017-12-28,265.87,1.7e-05,0.05
2017-12-29,265.49,0.002855,0.05
2017-12-30,264.27,0.006246,0.05
2017-12-31,263.51,0.005026,0.05
2018-01-01,263.12,0.005376,0.05
2018-01-02,260.16,0.001287,0.05
2018-01-03,258.22,0.003552,0.05
2018-01-04,261.52,0.006349,0.05
2018-01-05,260.32,0.016352,0.05
2018-01-06,260.87,0.012768,0.05
2018-01-07,262.65,0.00488,0.05
2018-01-08,265.36,0.000325,0.05
2018-01-09,265.57,1e-06,0.05
2018-01-10,265.73,1e-06,0.05
2018-01-11,267.01,0.0,0.05
2018-01-12,268.13,0.001497,0.05
2018-01-13,267.37,0.00962,0.05
2018-01-14,266.13,0.007313,0.05
2018-01-15,263.79,0.004282,0.05
2018-01-16,264.31,0.003032,0.05
2018-01-17,265.38,0.006923,0.05
2018-01-18,265.67,0.008046,0.05
2018-01-19,266.55,0.007795,0.05
2018-01-20,265.86,0.005657,0.05
2018-01-21,265.99,0.001332,0.05
2018-01-22,267.58,0.003312,0.05
2018-01-23,267.37,0.017302,0.05
2018-01-24,261.49,0.023658,0.05
2018-01-25,261.35,0.012569,0.05
2018-01-26,261.07,0.021347,0.05
2018-01-27,261.76,0.016379,0.05
2018-01-28,264.32,0.002657,0.05
2018-01-29,266.09,0.001893,0.05
2018-01-30,266.27,0.002409,0.05
2018-01-31,266.26,0.002943,0.05
2018-02-01,266.66,0.01657,0.05
2018-02-02,266.22,0.012329,0.05
2018-02-03,265.75,0.020621,0.05
2018-02-04,265.54,0.018118,0.05
2018-02-05,266.88,0.019119,0.05
2018-02-06,268.21,0.023197,0.05
2018-02-07,266.95,0.030553,0.05
2018-02-08,264.35,0.027295,0.05
2018-02-09,263.47,0.022182,0.05
2018-02-10,262.6,0.016155,0.05
2018-02-11,262.45,0.022949,0.05
2018-02-12,263.91,0.018254,0.05
2018-02-13,264.02,0.023959,0.05
2018-02-14,262.88,0.021038,0.05
2018-02-15,264.58,0.001587,0.05
2018-02-16,263.89,0.017367,0.05
2018-02-17,264.83,0.032234,0.05
2018-02-18,264.72,0.023725,0.05
2018-02-19,263.48,0.00824,0.05
2018-02-20,263.98,0.008636,0.05
2018-02-21,263.56,0.01361,0.05
2018-02-22,262.75,0.024373,0.05
2018-02-23,262.96,0.015428,0.05
2018-02-24,263.32,0.01257,0.05
2018-02-25,263.25,0.01931,0.05
2018-02-26,264.08,0.001848,0.05
2018-02-27,266.42,0.003581,0.05
2018-02-28,266.18,0.005969,0.05
2018-03-01,266.31,0.009533,0.05
2018-03-02,264.81,0.010538,0.05
2018-03-03,266.09,0.013351,0.05
2018-03-04,265.84,0.022833,0.05
2018-03-05,264.41,0.030995,0.05
2018-03-06,262.69,0.019945,0.05
2018-03-07,264.46,0.006877,0.05
2018-03-08,265.41,0.021137,0.05
2018-03-09,263.94,0.033089,0.05
2018-03-10,263.57,0.023658,0.05
2018-03-11,264.52,0.015308,0.05
2018-03-12,264.03,0.01506,0.05
2018-03-13,266.2,0.004438,0.05
2018-03-14,267.05,0.019789,0.05
2018-03-15,266.81,0.030722,0.05
2018-03-16,265.77,0.023259,0.05
2018-03-17,264.4,0.024038,0.05
2018-03-18,264.93,0.007578,0.05
2018-03-19,267.58,0.00147,0.05
2018-03-20,266.81,0.010053,0.05
2018-03-21,266.91,0.011977,0.05
2018-03-22,265.88,0.021573,0.05
2018-03-23,265.69,0.013913,0.05
2018-03-24,267.83,0.00712,0.05
2018-03-25,268.64,0.015307,0.05
2018-03-26,267.19,0.017978,0.05
2018-03-27,268.68,0.000916,0.05
2018-03-28,268.67,0.017501,0.05
2018-03-29,268.25,0.013543,0.05
2018-03-30,265.55,0.022265,0.05
2018-03-31,266.13,0.003094,0.05
2018-04-01,267.32,0.000977,0.05
2018-04-02,268.43,0.00118,0.05
2018-04-03,268.81,0.002373,0.05
2018-04-04,269.69,0.010778,0.05
2018-04-05,269.38,0.004862,0.05
2018-04-06,270.23,0.008522,0.05
2018-04-07,271.26,0.014438,0.05
2018-04-08,269.5,0.01487,0.05
2018-04-09,269.79,0.006116,0.05
2018-04-10,270.87,0.006396,0.05
2018-04-11,270.19,0.011993,0.05
2018-04-12,269.6,0.027301,0.05
2018-04-13,269.18,0.012563,0.05
2018-04-14,270.19,0.010995,0.05
2018-04-15,268.91,0.010411,0.05
2018-04-16,270.03,0.008044,0.05
2018-04-17,270.28,0.027,0.05
2018-04-18,270.54,0.016732,0.05
2018-04-19,271.3,0.023554,0.05
2018-04-20,271.29,0.028238,0.05
2018-04-21,271.67,0.020302,0.05
2018-04-22,271.31,0.020225,0.05
2018-04-23,270.34,0.01416,0.05
2018-04-24,269.21,0.010841,0.05
2018-04-25,269.73,0.012625,0.05
2018-04-26,270.15,0.004154,0.05
2018-04-27,269.68,0.0074,0.05
2018-04-28,270.15,0.006174,0.05
2018-04-29,270.84,0.014758,0.05
2018-04-30,271.69,0.013991,0.05
2018-05-01,271.41,0.00571,0.05
2018-05-02,271.0,0.005266,0.05
2018-05-03,272.1,0.006014,0.05
2018-05-04,270.5,0.011284,0.05
2018-05-05,272.39,0.021123,0.05
2018-05-06,272.32,0.015789,0.05
2018-05-07,272.58,0.019439,0.05
2018-05-08,272.52,0.022597,0.05
2018-05-09,271.2,0.040917,0.05
2018-05-10,270.09,0.021987,0.05
2018-05-11,271.89,0.001158,0.05
2018-05-12,271.98,0.010473,0.05
2018-05-13,272.84,0.007605,0.05
2018-05-14,273.02,0.016982,0.05
2018-05-15,270.63,0.00856,0.05
2018-05-16,273.66,0.004853,0.05
2018-05-17,274.14,0.005064,0.05
2018-05-18,275.04,0.010198,0.05
2018-05-19,275.46,0.008314,0.05
2018-05-20,275.97,0.00775,0.05
2018-05-21,277.75,0.008622,0.05
2018-05-22,276.43,0.008237,0.05
2018-05-23,277.19,0.017634,0.05
2018-05-24,276.93,0.020745,0.05
2018-05-25,277.18,0.021116,0.05
2018-05-26,276.7,0.039918,0.05
2018-05-27,275.48,0.049387,0.05
2018-05-28,274.45,0.0356,0.05
2018-05-29,274.82,0.011158,0.05
2018-05-30,275.33,0.011051,0.05
2018-05-31,275.96,0.019334,0.05
2018-06-01,276.11,0.009506,0.05
2018-06-02,275.79,0.004119,0.05
2018-06-03,276.57,0.003324,0.05
2018-06-04,276.74,0.009007,0.05
2018-06-05,277.2,0.004079,0.05
2018-06-06,278.03,0.005402,0.05
2018-06-07,278.51,0.014264,0.05
2018-06-08,278.4,0.010695,0.05
2018-06-09,278.49,0.004008,0.05
2018-06-10,278.52,0.005048,0.05
2018-06-11,279.05,0.016941,0.05
2018-06-12,278.82,0.036463,0.05
2018-06-13,278.44,0.048145,0.05
2018-06-14,278.05,0.038189,0.05
2018-06-15,278.16,0.042039,0.05
2018-06-16,277.54,0.033694,0.05
2018-06-17,277.64,0.036105,0.05
2018-06-18,277.84,0.032188,0.05
2018-06-19,278.06,0.023298,0.05
2018-06-20,278.75,0.028326,0.05
2018-06-21,279.22,0.025211,0.05
2018-06-22,279.22,0.022142,0.05
2018-06-23,279.27,0.026657,0.05
2018-06-24,279.52,0.045573,0.05
2018-06-25,279.11,0.019825,0.05
2018-06-26,278.74,0.016411,0.05
2018-06-27,278.82,0.016674,0.05
2018-06-28,278.96,0.015484,0.05
2018-06-29,278.52,0.029787,0.05
2018-06-30,279.38,0.034054,0.05
2018-07-01,279.49,0.06141,0.05
2018-07-02,279.08,0.051623,0.05
2018-07-03,278.88,0.066103,0.05
2018-07-04,279.51,0.05083,0.05
2018-07-05,279.38,0.005568,0.05
2018-07-06,279.97,0.006984,0.05
2018-07-07,280.3,0.021321,0.05
2018-07-08,280.01,0.031127,0.05
2018-07-09,279.79,0.020612,0.05
2018-07-10,279.46,0.031471,0.05
2018-07-11,279.16,0.037102,0.05
2018-07-12,279.5,0.018892,0.05
2018-07-13,279.76,0.015595,0.05
2018-07-14,279.66,0.012392,0.05
2018-07-15,279.87,0.024891,0.05
2018-07-16,279.71,0.009472,0.05
2018-07-17,279.64,0.003207,0.05
2018-07-18,279.4,0.007868,0.05
2018-07-19,279.71,0.003678,0.05
2018-07-20,280.08,0.007244,0.05
2018-07-21,279.56,0.006822,0.05
2018-07-22,279.98,0.008118,0.05
2018-07-23,279.79,0.008685,0.05
2018-07-24,280.0,0.011324,0.05
2018-07-25,279.71,0.015305,0.05
2018-07-26,279.41,0.008881,0.05
2018-07-27,279.59,0.010716,0.05
2018-07-28,279.55,0.005667,0.05
2018-07-29,279.58,0.010757,0.05
2018-07-30,279.25,0.017752,0.05
2018-07-31,278.83,0.041242,0.05
2018-08-01,278.46,0.039009,0.05
2018-08-02,279.15,0.009566,0.05
2018-08-03,279.03,0.009521,0.05
2018-08-04,279.43,0.02621,0.05
2018-08-05,278.82,0.049069,0.05
2018-08-06,279.15,0.007811,0.05
2018-08-07,278.75,0.004175,0.05
2018-08-08,278.89,0.005204,0.05
2018-08-09,279.25,0.008975,0.05
2018-08-10,279.54,0.02768,0.05
2018-08-11,279.46,0.034017,0.05
2018-08-12,279.18,0.017167,0.05
2018-08-13,279.42,0.02452,0.05
2018-08-14,279.87,0.012996,0.05
2018-08-15,279.85,0.007098,0.05
2018-08-16,279.76,0.007287,0.05
2018-08-17,280.1,0.011666,0.05
2018-08-18,280.25,0.003707,0.05
2018-08-19,280.27,0.003312,0.05
2018-08-20,280.01,0.003415,0.05
2018-08-21,280.04,0.004874,0.05
2018-08-22,280.06,0.007016,0.05
2018-08-23,280.23,0.009177,0.05
2018-08-24,279.69,0.020764,0.05
2018-08-25,279.75,0.00763,0.05
2018-08-26,280.18,0.023402,0.05
2018-08-27,279.62,0.025421,0.05
2018-08-28,279.14,0.016642,0.05
2018-08-29,279.36,0.025349,0.05
2018-08-30,279.29,0.036948,0.05
2018-08-31,279.19,0.00739,0.05
2018-09-01,279.25,0.006686,0.05
2018-09-02,279.24,0.007468,0.05
2018-09-03,279.2,0.009181,0.05
2018-09-04,279.37,0.00824,0.05
2018-09-05,279.4,0.002367,0.05
2018-09-06,279.48,0.008389,0.05
2018-09-07,278.66,0.008112,0.05
2018-09-08,279.34,0.005693,0.05
2018-09-09,279.84,0.027813,0.05
2018-09-10,279.43,0.04247,0.05
2018-09-11,279.27,0.039579,0.05
2018-09-12,278.47,0.045971,0.05
2018-09-13,278.1,0.048298,0.05
2018-09-14,277.36,0.0556,0.05
2018-09-15,277.52,0.011952,0.05
2018-09-16,277.15,0.003228,0.05
2018-09-17,276.85,0.001318,0.05
2018-09-18,277.28,0.000933,0.05
2018-09-19,277.59,0.001184,0.05
2018-09-20,277.89,0.007767,0.05
2018-09-21,277.51,0.004775,0.05
2018-09-22,276.74,0.004983,0.05
2018-09-23,277.31,0.010224,0.05
2018-09-24,277.69,0.012012,0.05
2018-09-25,278.22,0.010529,0.05
2018-09-26,277.29,0.01188,0.05
2018-09-27,276.58,0.014147,0.05
2018-09-28,276.43,0.010876,0.05
2018-09-29,276.11,0.007071,0.05
2018-09-30,276.85,0.008543,0.05
2018-10-01,275.97,0.012382,0.05
2018-10-02,275.17,0.021819,0.05
2018-10-03,274.24,0.022453,0.05
2018-10-04,273.15,0.018298,0.05
2018-10-05,272.28,0.010864,0.05
2018-10-06,271.23,0.011995,0.05
2018-10-07,270.07,0.020124,0.05
2018-10-08,269.39,0.01117,0.05
2018-10-09,271.4,0.00459,0.05
2018-10-10,272.14,0.003024,0.05
2018-10-11,272.84,0.002617,0.05
2018-10-12,271.4,0.007354,0.05
2018-10-13,270.59,0.020418,0.05
2018-10-14,270.09,0.025602,0.05
2018-10-15,270.04,0.020352,0.05
2018-10-16,271.59,0.015886,0.05
2018-10-17,272.07,0.031992,0.05
2018-10-18,270.18,0.032975,0.05
2018-10-19,269.45,0.029625,0.05
2018-10-20,269.24,0.025471,0.05
2018-10-21,268.79,0.023677,0.05
2018-10-22,266.94,0.022383,0.05
2018-10-23,265.85,0.025388,0.05
2018-10-24,265.13,0.004694,0.05
2018-10-25,264.94,0.000615,0.05
2018-10-26,265.48,0.000595,0.05
2018-10-27,265.72,0.000539,0.05
2018-10-28,264.86,0.000223,0.05
2018-10-29,266.63,0.000565,0.05
2018-10-30,267.01,3.6e-05,0.05
2018-10-31,268.02,0.000287,0.05
2018-11-01,269.26,0.000518,0.05
2018-11-02,269.24,0.011254,0.05
2018-11-03,269.92,0.025435,0.05
2018-11-04,268.8,0.029935,0.05
2018-11-05,268.88,0.021447,0.05
2018-11-06,265.91,0.011357,0.05
2018-11-07,263.19,3.4e-05,0.05
2018-11-08,265.91,0.00167,0.05
2018-11-09,266.66,0.002812,0.05
2018-11-10,265.67,0.001683,0.05
2018-11-11,266.81,0.008755,0.05
2018-11-12,268.3,0.010773,0.05
2018-11-13,267.12,0.02026,0.05
2018-11-14,266.05,0.029079,0.05
2018-11-15,266.49,0.016795,0.05
2018-11-16,268.38,0.015095,0.05
2018-11-17,267.18,0.012077,0.05
2018-11-18,267.74,0.011792,0.05
2018-11-19,267.85,0.011949,0.05
2018-11-20,265.4,0.013217,0.05
2018-11-21,264.43,0.000809,0.05
2018-11-22,267.2,0.004378,0.05
2018-11-23,266.63,0.005006,0.05
2018-11-24,265.08,0.001253,0.05
2018-11-25,267.25,8.9e-05,0.05
2018-11-26,265.6,1.2e-05,0.05
2018-11-27,265.75,0.0,0.05
2018-11-28,268.06,9.2e-05,0.05
2018-11-29,267.45,0.008045,0.05
2018-11-30,267.36,0.019317,0.05
2018-12-01,265.83,0.008858,0.05
2018-12-02,265.74,0.008722,0.05
2018-12-03,266.24,0.00731,0.05
2018-12-04,267.8,0.006199,0.05
2018-12-05,266.47,0.01151,0.05
2018-12-06,264.62,0.014265,0.05
2018-12-07,261.32,0.006503,0.05
2018-12-08,261.93,0.006478,0.05
2018-12-09,262.25,0.009386,0.05
2018-12-10,262.72,0.008336,0.05
2018-12-11,261.45,0.001789,0.05
2018-12-12,260.92,0.000397,0.05
2018-12-13,261.75,0.002296,0.05
2018-12-14,260.67,0.00177,0.05
2018-12-15,259.91,0.003166,0.05
2018-12-16,261.25,0.002376,0.05
2018-12-17,264.66,0.006504,0.05
2018-12-18,265.06,0.010654,0.05
2018-12-19,265.04,2.4e-05,0.05
2018-12-20,264.6,0.011693,0.05
2018-12-21,262.59,0.012261,0.05
2018-12-22,262.63,0.010525,0.05
2018-12-23,266.17,0.006836,0.05
2018-12-24,266.21,0.013917,0.05
2018-12-25,264.44,0.017414,0.05
2018-12-26,264.48,0.013235,0.05
2018-12-27,260.73,0.012159,0.05
2018-12-28,257.61,0.002994,0.05
2018-12-29,255.76,2e-06,0.05
2018-12-30,257.42,5.8e-05,0.05
2018-12-31,258.32,0.000892,0.05
2019-01-01,259.47,0.006165,0.05
2019-01-02,260.01,0.004688,0.05
2019-01-03,256.53,0.012128,0.05
2019-01-04,258.77,0.005289,0.05
2019-01-05,261.59,0.004596,0.05
2019-01-06,260.13,0.008536,0.05
2019-01-07,260.16,0.012209,0.05
2019-01-08,257.93,0.002287,0.05
2019-01-09,258.62,0.01355,0.05
2019-01-10,258.36,0.011682,0.05
2019-01-11,261.4,0.009182,0.05
2019-01-12,261.76,0.011606,0.05
2019-01-13,261.23,0.009612,0.05
2019-01-14,257.7,0.017865,0.05
2019-01-15,256.71,0.0,0.05
2019-01-16,260.98,0.000103,0.05
2019-01-17,262.44,0.003265,0.05
2019-01-18,255.96,0.002596,0.05
2019-01-19,257.12,0.005076,0.05
2019-01-20,258.54,0.009519,0.05
2019-01-21,260.22,0.00885,0.05
2019-01-22,260.84,0.024794,0.05
2019-01-23,262.71,0.035732,0.05
2019-01-24,260.27,0.028294,0.05
2019-01-25,262.1,0.02523,0.05
2019-01-26,262.92,0.027668,0.05
2019-01-27,261.29,0.016982,0.05
2019-01-28,259.9,0.00655,0.05
2019-01-29,258.23,0.001005,0.05
2019-01-30,261.44,2e-06,0.05
2019-01-31,262.58,0.005313,0.05
2019-02-01,263.2,0.017244,0.05
2019-02-02,260.5,0.013249,0.05
2019-02-03,258.98,0.021056,0.05
2019-02-04,259.89,0.005635,0.05
2019-02-05,263.06,0.015686,0.05
2019-02-06,262.82,0.022158,0.05
2019-02-07,264.17,0.054806,0.05
2019-02-08,264.23,0.052845,0.05
2019-02-09,261.85,0.013511,0.05
2019-02-10,262.82,0.002292,0.05
2019-02-11,261.65,0.012483,0.05
2019-02-12,261.81,0.002768,0.05
2019-02-13,261.79,0.002431,0.05
2019-02-14,263.51,0.013556,0.05
2019-02-15,264.15,0.028795,0.05
2019-02-16,261.93,0.021589,0.05
2019-02-17,260.61,0.005086,0.05
2019-02-18,262.67,0.02726,0.05
2019-02-19,263.08,0.028615,0.05
2019-02-20,263.66,0.016713,0.05
2019-02-21,263.32,0.008758,0.05
2019-02-22,263.21,0.023215,0.05
2019-02-23,263.69,0.022685,0.05
2019-02-24,263.7,0.033177,0.05
2019-02-25,262.24,0.03507,0.05
2019-02-26,261.69,0.02785,0.05
2019-02-27,262.66,0.03439,0.05
2019-02-28,259.43,0.023019,0.05
2019-03-01,258.59,0.021598,0.05
2019-03-02,262.08,0.00366,0.05
2019-03-03,263.54,0.028579,0.05
2019-03-04,263.61,0.033181,0.05
2019-03-05,263.2,0.028956,0.05
2019-03-06,262.88,0.027243,0.05
2019-03-07,263.72,0.024237,0.05
2019-03-08,262.76,0.023404,0.05
2019-03-09,263.94,0.023489,0.05
2019-03-10,264.56,0.016654,0.05
2019-03-11,264.48,0.019802,0.05
2019-03-12,264.91,0.015761,0.05
2019-03-13,267.34,0.00982,0.05
2019-03-14,267.1,0.022602,0.05
2019-03-15,264.16,0.024004,0.05
2019-03-16,263.93,0.008499,0.05
2019-03-17,265.6,0.015797,0.05
2019-03-18,263.25,0.017613,0.05
2019-03-19,264.4,0.018347,0.05
2019-03-20,263.72,0.019784,0.05
2019-03-21,265.02,0.021241,0.05
2019-03-22,264.71,0.015532,0.05
2019-03-23,264.38,0.00928,0.05
2019-03-24,265.94,0.008262,0.05
2019-03-25,266.82,0.020639,0.05
2019-03-26,264.63,0.023242,0.05
2019-03-27,266.81,5e-06,0.05
2019-03-28,267.56,0.001328,0.05
2019-03-29,268.68,0.002147,0.05
2019-03-30,267.57,0.014955,0.05
2019-03-31,267.15,0.003513,0.05
2019-04-01,265.84,0.009752,0.05
2019-04-02,265.69,0.000878,0.05
2019-04-03,267.19,0.006693,0.05
2019-04-04,268.55,0.007103,0.05
2019-04-05,268.48,0.002393,0.05
2019-04-06,269.27,0.022781,0.05
2019-04-07,268.21,0.010991,0.05
2019-04-08,269.03,0.006481,0.05
2019-04-09,269.11,0.007821,0.05
2019-04-10,270.09,8e-06,0.05
2019-04-11,269.36,3.7e-05,0.05
2019-04-12,269.87,0.002428,0.05
2019-04-13,270.31,0.006236,0.05
2019-04-14,269.86,0.005275,0.05
2019-04-15,270.15,0.007718,0.05
2019-04-16,271.6,0.008971,0.05
2019-04-17,270.67,0.023303,0.05
2019-04-18,268.77,0.025941,0.05
2019-04-19,268.15,0.004693,0.05
2019-04-20,268.13,0.006617,0.05
2019-04-21,268.4,0.013525,0.05
2019-04-22,268.66,0.005028,0.05
2019-04-23,269.14,0.001119,0.05
2019-04-24,269.48,4e-06,0.05
2019-04-25,270.61,0.000697,0.05
2019-04-26,271.35,0.002746,0.05
2019-04-27,271.81,0.005251,0.05
2019-04-28,272.63,0.003525,0.05
2019-04-29,272.81,0.012356,0.05
2019-04-30,272.5,0.010332,0.05
2019-05-01,273.03,0.023652,0.05
2019-05-02,273.03,0.03168,0.05
2019-05-03,274.21,0.016731,0.05
2019-05-04,274.14,0.014599,0.05
2019-05-05,273.3,0.037614,0.05
2019-05-06,272.76,0.015993,0.05
2019-05-07,273.68,0.02153,0.05
2019-05-08,273.7,0.029709,0.05
2019-05-09,273.44,0.015596,0.05
2019-05-10,273.62,0.018355,0.05
2019-05-11,272.9,0.018988,0.05
2019-05-12,271.99,0.017521,0.05
2019-05-13,271.59,0.017436,0.05
2019-05-14,272.43,0.010217,0.05
2019-05-15,272.63,0.012355,0.05
2019-05-16,272.88,0.024482,0.05
2019-05-17,272.98,0.021197,0.05
2019-05-18,272.7,0.029998,0.05
2019-05-19,272.68,0.024449,0.05
2019-05-20,273.05,0.00902,0.05
2019-05-21,273.53,0.013335,0.05
2019-05-22,273.5,0.019371,0.05
2019-05-23,273.76,0.016924,0.05
2019-05-24,275.0,0.011843,0.05
2019-05-25,274.59,0.036486,0.05
2019-05-26,273.97,0.018638,0.05
2019-05-27,274.34,0.014154,0.05
2019-05-28,274.01,0.029231,0.05
2019-05-29,274.14,0.014445,0.05
2019-05-30,273.91,0.013001,0.05
2019-05-31,274.95,0.005563,0.05
2019-06-01,274.99,0.00468,0.05
2019-06-02,275.3,0.004186,0.05
2019-06-03,275.04,0.003334,0.05
2019-06-04,277.02,0.016579,0.05
2019-06-05,278.04,0.009766,0.05
2019-06-06,277.84,0.008819,0.05
2019-06-07,277.55,0.017664,0.05
2019-06-08,277.06,0.032346,0.05
2019-06-09,276.51,0.047524,0.05
2019-06-10,277.19,0.021453,0.05
2019-06-11,277.97,0.003455,0.05
2019-06-12,278.25,0.005608,0.05
2019-06-13,278.56,0.004953,0.05
2019-06-14,278.76,0.012559,0.05
2019-06-15,278.96,0.042789,0.05
2019-06-16,278.59,0.028582,0.05
2019-06-17,278.24,0.06623,0.05
2019-06-18,277.47,0.060665,0.05
2019-06-19,278.16,0.048736,0.05
2019-06-20,278.31,0.033544,0.05
2019-06-21,278.67,0.006897,0.05
2019-06-22,278.22,0.011518,0.05
2019-06-23,278.03,0.007882,0.05
2019-06-24,278.63,0.014311,0.05
2019-06-25,279.52,0.023149,0.05
2019-06-26,279.4,0.043043,0.05
2019-06-27,279.14,0.03587,0.05
2019-06-28,279.07,0.041518,0.05
2019-06-29,279.22,0.017215,0.05
2019-06-30,279.03,0.008078,0.05
2019-07-01,279.5,0.002193,0.05
2019-07-02,279.57,0.004738,0.05
2019-07-03,280.05,0.006204,0.05
2019-07-04,280.18,0.017072,0.05
2019-07-05,279.65,0.007919,0.05
2019-07-06,279.33,0.007341,0.05
2019-07-07,279.35,0.012311,0.05
2019-07-08,279.74,0.028561,0.05
2019-07-09,279.26,0.046188,0.05
2019-07-10,279.31,0.039564,0.05
2019-07-11,279.2,0.046549,0.05
2019-07-12,278.23,0.069029,0.05
2019-07-13,277.79,0.049198,0.05
2019-07-14,278.18,0.024439,0.05
2019-07-15,278.36,0.061087,0.05
2019-07-16,278.15,0.035869,0.05
2019-07-17,278.69,0.008795,0.05
2019-07-18,278.63,0.00517,0.05
2019-07-19,278.68,0.008038,0.05
2019-07-20,278.55,0.015603,0.05
2019-07-21,279.28,0.021356,0.05
2019-07-22,279.74,0.028116,0.05
2019-07-23,279.5,0.032332,0.05
2019-07-24,279.19,0.026024,0.05
2019-07-25,279.22,0.009886,0.05
2019-07-26,279.43,0.011194,0.05
2019-07-27,279.48,0.011464,0.05
2019-07-28,279.52,0.008264,0.05
2019-07-29,279.36,0.009124,0.05
2019-07-30,279.52,0.0051,0.05
2019-07-31,279.63,0.008959,0.05
2019-08-01,279.2,0.016723,0.05
2019-08-02,279.38,0.018296,0.05
2019-08-03,279.62,0.011319,0.05
2019-08-04,279.77,0.018924,0.05
2019-08-05,279.51,0.01883,0.05
2019-08-06,279.75,0.002622,0.05
2019-08-07,279.49,0.005017,0.05
2019-08-08,279.11,0.010295,0.05
2019-08-09,278.6,0.008728,0.05
2019-08-10,279.52,0.009374,0.05
2019-08-11,279.38,0.007548,0.05
2019-08-12,279.63,0.002043,0.05
2019-08-13,279.48,0.006795,0.05
2019-08-14,279.39,0.008309,0.05
2019-08-15,279.09,0.010465,0.05
2019-08-16,279.36,0.018627,0.05
2019-08-17,279.04,0.012706,0.05
2019-08-18,278.66,0.0053,0.05
2019-08-19,278.55,0.003012,0.05
2019-08-20,278.94,0.003977,0.05
2019-08-21,279.28,0.003535,0.05
2019-08-22,278.87,0.001293,0.05
2019-08-23,279.26,0.003834,0.05
2019-08-24,279.19,0.005044,0.05
2019-08-25,278.77,0.005892,0.05
2019-08-26,278.95,0.006201,0.05
2019-08-27,279.22,0.001111,0.05
2019-08-28,279.98,0.005609,0.05
2019-08-29,279.79,0.005657,0.05
2019-08-30,280.49,0.004308,0.05
2019-08-31,279.94,0.025591,0.05
2019-09-01,279.53,0.004276,0.05
2019-09-02,280.0,0.004252,0.05
2019-09-03,279.65,0.008254,0.05
2019-09-04,279.98,0.00871,0.05
2019-09-05,280.23,0.012121,0.05
2019-09-06,279.86,0.017717,0.05
2019-09-07,279.81,0.006407,0.05
2019-09-08,279.7,0.003341,0.05
2019-09-09,279.72,0.004032,0.05
2019-09-10,280.25,0.005131,0.05
2019-09-11,280.49,0.010737,0.05
2019-09-12,279.94,0.019889,0.05
2019-09-13,279.49,0.008362,0.05
2019-09-14,279.39,0.037063,0.05
2019-09-15,279.53,0.034577,0.05
2019-09-16,279.32,0.057369,0.05
2019-09-17,277.6,0.059324,0.05
2019-09-18,276.63,0.02224,0.05
2019-09-19,276.56,0.008767,0.05
2019-09-20,276.7,0.011636,0.05
2019-09-21,276.83,0.020979,0.05
2019-09-22,276.68,0.008986,0.05
2019-09-23,276.81,0.012931,0.05
2019-09-24,276.97,0.015785,0.05
2019-09-25,276.64,0.010486,0.05
2019-09-26,276.69,0.005682,0.05
2019-09-27,276.28,0.010002,0.05
2019-09-28,275.16,0.028779,0.05
2019-09-29,275.26,0.019649,0.05
2019-09-30,275.5,0.007424,0.05
2019-10-01,275.94,0.012036,0.05
2019-10-02,276.13,0.011303,0.05
2019-10-03,276.2,0.006643,0.05
2019-10-04,276.06,0.007557,0.05
2019-10-05,275.61,0.006313,0.05
2019-10-06,276.11,0.006219,0.05
2019-10-07,276.08,0.005894,0.05
2019-10-08,275.1,0.010977,0.05
2019-10-09,273.81,0.011898,0.05
2019-10-10,273.63,0.008068,0.05
2019-10-11,273.63,0.007976,0.05
2019-10-12,273.09,0.009073,0.05
2019-10-13,273.58,0.00592,0.05
2019-10-14,273.19,0.002336,0.05
2019-10-15,273.3,0.001101,0.05
2019-10-16,272.46,0.002232,0.05
2019-10-17,272.69,0.002589,0.05
2019-10-18,272.57,0.007521,0.05
2019-10-19,272.99,0.006441,0.05
2019-10-20,273.8,0.014327,0.05
2019-10-21,272.56,0.020869,0.05
2019-10-22,271.89,0.02059,0.05
2019-10-23,272.63,0.020156,0.05
2019-10-24,271.56,0.013851,0.05
