date,lst_day_kelvin,lst_anomaly_kelvin,qa_flag
2016-01-01,267.23,-3.83,1
2016-01-02,276.24,5.91,1
2016-01-03,272.8,4.41,1
2016-01-04,272.84,1.29,1
2016-01-06,272.15,0.64,1
2016-01-07,275.07,2.42,1
2016-01-08,269.77,-1.3,1
2016-01-09,265.62,-5.76,1
2016-01-10,270.08,0.19,1
2016-01-11,278.71,5.5,1
2016-01-12,276.15,3.1,1
2016-01-13,271.15,-1.84,1
2016-01-14,274.42,1.65,1
2016-01-15,269.97,-1.35,1
2016-01-16,272.63,-0.3,1
2016-01-17,272.19,1.32,1
2016-01-18,275.7,2.97,1
2016-01-21,260.53,-11.57,1
2016-01-22,259.68,-12.82,1
2016-01-23,272.82,-0.82,1
2016-01-24,268.26,-1.91,1
2016-01-25,275.85,3.77,1
2016-01-26,269.54,-1.54,1
2016-01-27,274.65,4.89,1
2016-01-28,274.76,2.32,1
2016-01-29,274.33,2.83,1
2016-01-30,275.52,4.02,1
2016-01-31,273.19,1.02,1
2016-02-01,275.79,3.62,1
2016-02-02,274.32,2.66,1
2016-02-03,278.65,4.48,1
2016-02-04,279.51,4.95,1
2016-02-05,278.82,5.6,1
2016-02-06,266.35,-6.69,1
2016-02-07,276.65,4.93,1
2016-02-09,263.49,-7.62,1
2016-02-10,277.12,4.95,1
2016-02-11,270.55,-3.7,1
2016-02-12,275.02,0.7,1
2016-02-13,273.04,-1.8,1
2016-02-14,274.25,0.35,1
2016-02-15,277.18,2.28,1
2016-02-16,274.08,0.27,1
2016-02-17,280.91,5.47,1
2016-02-18,279.6,3.55,1
2016-02-28,282.16,5.3,1
2016-02-29,273.32,-2.48,1
2016-03-01,274.17,-3.59,1
2016-03-02,280.9,3.41,1
2016-03-03,277.95,-1.12,1
2016-03-04,283.75,7.64,1
2016-03-05,278.58,2.6,1
2016-03-07,278.66,0.12,1
2016-03-08,279.21,2.03,1
2016-03-09,278.73,1.69,1
2016-03-10,278.82,0.6,1
2016-03-11,285.52,7.74,1
2016-03-12,275.16,-2.05,1
2016-03-15,269.78,-7.67,1
2016-03-16,267.71,-9.75,1
2016-03-18,275.64,-2.53,1
2016-03-19,274.69,-4.44,1
2016-03-20,281.55,3.61,1
2016-03-21,277.77,-2.13,1
2016-03-22,270.85,-7.55,1
2016-03-23,268.13,-10.43,1
2016-03-24,273.22,-8.16,1
2016-03-25,284.5,4.65,1
2016-03-26,283.15,2.2,1
2016-03-29,272.7,-8.93,1
2016-03-30,272.68,-9.31,1
2016-04-01,274.66,-6.4,1
2016-04-02,275.7,-4.7,1
2016-04-03,284.14,3.5,1
2016-04-05,288.38,5.22,1
2016-04-06,277.32,-4.81,1
2016-04-07,285.02,2.08,1
2016-04-08,280.58,-1.32,1
2016-04-09,283.8,1.12,1
2016-04-10,287.21,4.46,1
2016-04-11,281.98,-0.36,1
2016-04-12,287.09,3.31,1
2016-04-13,284.79,0.99,1
2016-04-14,280.28,-3.72,1
2016-04-15,283.13,-0.96,1
2016-04-16,282.31,0.21,1
2016-04-17,287.65,2.74,1
2016-04-18,280.01,-4.14,1
2016-04-19,285.72,1.04,1
2016-04-20,285.86,1.41,1
2016-04-21,290.83,5.95,1
2016-04-22,282.26,-1.42,1
2016-04-24,270.25,-13.73,1
2016-04-25,278.56,-6.57,1
2016-04-26,286.85,1.22,1
2016-04-27,284.66,0.16,1
2016-04-28,286.22,2.14,1
2016-04-29,283.99,-2.23,1
2016-04-30,289.54,4.25,1
2016-05-01,279.39,-5.0,1
2016-05-02,290.04,4.47,1
2016-05-03,291.2,7.0,1
2016-05-06,281.56,-1.96,1
2016-05-08,281.29,-3.79,1
2016-05-09,286.88,1.67,1
2016-05-10,280.36,-4.32,1
2016-05-13,269.53,-14.25,1
2016-05-14,290.07,4.56,1
2016-05-15,286.38,2.67,1
2016-05-16,284.89,-0.77,1
2016-05-17,287.02,1.3,1
2016-05-18,289.54,1.84,1
2016-05-19,291.52,8.15,1
2016-05-20,270.17,-13.8,1
2016-05-21,276.91,-7.66,1
2016-05-22,286.91,1.05,1
2016-05-23,295.43,7.63,1
2016-05-24,282.41,-1.66,1
2016-05-27,282.04,-4.24,1
2016-05-30,280.93,-5.47,1
2016-05-31,267.68,-18.58,1
2016-06-01,293.07,6.81,1
2016-06-02,290.42,3.86,1
2016-06-03,294.79,8.63,1
2016-06-04,293.25,3.76,1
2016-06-09,291.51,1.75,1
2016-06-11,285.86,-0.46,1
2016-06-13,295.45,8.92,1
2016-06-14,275.82,-9.55,1
2016-06-15,272.19,-12.85,1
2016-06-17,277.22,-7.36,1
2016-06-18,273.75,-10.32,1
2016-06-19,268.67,-15.56,1
2016-06-20,274.46,-7.96,1
2016-06-22,269.49,-13.8,1
2016-06-23,282.11,-3.61,1
2016-06-25,272.68,-13.34,1
2016-06-26,269.73,-13.52,1
2016-06-27,278.97,-4.51,1
2016-06-30,269.6,-17.06,1
2016-07-03,268.0,-17.38,1
2016-07-06,266.9,-14.01,1
2016-07-07,270.13,-14.09,1
2016-07-08,272.15,-11.01,1
2016-07-09,284.6,1.43,1
2016-07-10,293.94,10.55,1
2016-07-14,270.14,-11.8,1
2016-07-15,293.24,9.44,1
2016-07-16,270.6,-13.89,1
2016-07-18,269.88,-11.11,1
2016-07-20,271.4,-14.7,1
2016-07-23,268.73,-14.61,1
2016-07-24,280.15,0.2,1
2016-07-25,266.53,-16.39,1
2016-07-27,266.4,-12.49,1
2016-07-29,264.68,-14.06,1
2016-08-01,272.58,-9.53,1
2016-08-03,271.51,-8.93,1
2016-08-04,291.79,7.93,1
2016-08-05,286.38,3.69,1
2016-08-06,267.42,-14.68,1
2016-08-07,280.84,-4.09,1
2016-08-08,281.81,-2.22,1
2016-08-09,273.46,-9.35,1
2016-08-10,280.5,-2.46,1
2016-08-11,272.72,-10.13,1
2016-08-12,279.41,-5.47,1
2016-08-14,268.26,-11.73,1
2016-08-16,277.43,-5.5,1
2016-08-17,265.58,-17.9,1
2016-08-19,271.96,-10.59,1
2016-08-20,294.16,9.4,1
2016-08-23,279.68,-4.16,1
2016-08-25,291.81,9.22,1
2016-08-27,273.39,-9.64,1
2016-08-28,286.13,3.64,1
2016-08-29,286.48,4.37,1
2016-08-30,275.71,-9.08,1
2016-08-31,284.51,0.15,1
2016-09-02,277.22,-4.71,1
2016-09-03,270.17,-10.72,1
2016-09-04,268.68,-14.43,1
2016-09-05,273.2,-9.19,1
2016-09-06,271.97,-11.86,1
2016-09-08,271.0,-12.59,1
2016-09-09,280.94,-3.89,1
2016-09-10,264.42,-17.56,1
2016-09-13,265.12,-17.22,1
2016-09-14,271.33,-11.87,1
2016-09-15,277.24,-4.65,1
2016-09-17,270.43,-13.52,1
2016-09-18,275.04,-8.59,1
2016-09-19,289.93,4.02,1
2016-09-20,281.96,-3.18,1
2016-09-22,275.36,-6.95,1
2016-09-23,270.64,-13.23,1
2016-09-27,283.41,-2.67,1
2016-09-30,280.27,-4.82,1
2016-10-01,278.31,-5.57,1
2016-10-03,271.73,-11.42,1
2016-10-04,271.54,-12.0,1
2016-10-05,274.95,-9.39,1
2016-10-06,267.68,-17.39,1
2016-10-08,281.7,-1.75,1
2016-10-10,272.1,-12.02,1
2016-10-12,275.58,-9.58,1
2016-10-13,281.07,-3.24,1
2016-10-14,285.81,-0.17,1
2016-10-15,284.09,-2.49,1
2016-10-16,286.73,1.09,1
2016-10-17,283.76,-1.33,1
2016-10-18,278.24,-6.5,1
2016-10-19,282.76,-1.48,1
2016-10-20,281.02,-2.81,1
2016-10-21,285.82,2.46,1
2016-10-22,283.83,0.62,1
2016-10-23,288.7,6.21,1
2016-10-24,285.68,2.75,1
2016-10-25,285.99,4.05,1
2016-10-26,284.09,1.45,1
2016-10-27,280.43,-1.95,1
2016-10-28,285.04,3.05,1
2016-10-29,280.35,-1.17,1
2016-10-30,284.23,3.04,1
2016-10-31,280.36,-1.45,1
2016-11-01,284.27,2.46,1
2016-11-02,281.28,-0.55,1
2016-11-03,279.18,-2.05,1
2016-11-04,281.76,2.17,1
2016-11-05,279.41,-0.07,1
2016-11-06,283.64,3.33,1
2016-11-07,279.89,-0.33,1
2016-11-08,284.27,4.26,1
2016-11-09,284.11,3.6,1
2016-11-10,290.07,9.26,1
2016-11-11,284.89,4.52,1
2016-11-12,280.0,-1.07,1
2016-11-13,281.9,0.43,1
2016-11-14,279.06,-1.75,1
2016-11-15,281.1,1.54,1
2016-11-16,278.04,-1.75,1
2016-11-17,281.62,2.44,1
2016-11-18,280.46,1.28,1
2016-11-19,279.62,0.73,1
2016-11-20,282.34,2.58,1
2016-11-21,281.17,2.42,1
2016-11-22,284.51,4.99,1
2016-11-23,280.77,2.36,1
2016-11-24,283.95,5.51,1
2016-11-25,281.12,2.43,1
2016-11-26,285.08,6.88,1
2016-11-27,282.49,3.31,1
2016-11-28,280.65,3.42,1
2016-11-29,283.26,4.25,1
2016-11-30,279.76,3.87,1
2016-12-01,280.73,2.9,1
2016-12-02,277.17,1.02,1
2016-12-03,277.37,1.15,1
2016-12-04,279.09,2.21,1
2016-12-05,278.53,2.33,1
2016-12-06,280.87,4.18,1
2016-12-07,279.95,4.62,1
2016-12-08,283.37,5.75,1
2016-12-09,279.64,2.29,1
2016-12-10,283.08,6.98,1
2016-12-11,278.83,2.08,1
2016-12-12,284.17,8.48,1
2016-12-13,279.9,5.08,1
2016-12-14,270.82,-3.84,1
2016-12-15,278.7,3.8,1
2016-12-16,278.71,5.16,1
2016-12-17,282.22,8.98,1
2016-12-18,277.75,4.15,1
2016-12-19,282.56,7.97,1
2016-12-20,282.56,8.33,1
2016-12-21,281.07,6.45,1
2016-12-22,282.83,9.45,1
2016-12-23,278.03,3.45,1
2016-12-24,278.56,6.14,1
2016-12-25,273.68,2.39,1
2016-12-26,270.6,-2.55,1
2016-12-27,271.52,0.89,1
2016-12-28,278.99,7.57,1
2016-12-29,277.26,4.82,1
2016-12-30,272.25,-0.08,1
2016-12-31,269.24,-1.29,1
2017-01-01,261.85,-9.21,1
2017-01-02,259.19,-11.14,1
2017-01-03,258.88,-9.51,1
2017-01-04,262.19,-9.36,1
2017-01-05,258.33,-8.61,1
2017-01-06,261.51,-10.0,1
2017-01-07,261.5,-11.15,1
2017-01-08,261.74,-9.33,1
2017-01-09,261.12,-10.26,1
2017-01-10,257.09,-12.8,1
2017-01-11,274.72,1.51,1
2017-01-12,258.09,-14.96,1
2017-01-14,260.03,-12.74,1
2017-01-15,261.76,-9.56,1
2017-01-16,268.35,-4.58,1
2017-01-17,263.66,-7.21,1
2017-01-18,270.45,-2.28,1
2017-01-19,265.87,-5.16,1
2017-01-20,274.68,2.46,1
2017-01-21,271.56,-0.54,1
2017-01-22,256.1,-16.4,1
2017-01-23,272.36,-1.28,1
2017-01-24,272.92,2.75,1
2017-01-25,273.38,1.3,1
2017-01-26,264.29,-6.79,1
2017-01-28,259.16,-13.28,1
2017-01-29,266.86,-4.64,1
2017-01-30,265.36,-6.14,1
2017-01-31,263.91,-8.26,1
2017-02-01,261.77,-10.4,1
2017-02-02,262.72,-8.94,1
2017-02-03,269.42,-4.75,1
2017-02-04,268.44,-6.12,1
2017-02-05,274.61,1.39,1
2017-02-06,267.5,-5.54,1
2017-02-07,264.82,-6.9,1
2017-02-08,273.42,1.99,1
2017-02-10,276.6,4.43,1
2017-02-11,271.88,-2.37,1
2017-02-12,273.77,-0.55,1
2017-02-13,272.03,-2.81,1
2017-02-14,274.32,0.42,1
2017-02-15,274.79,-0.11,1
2017-02-16,262.21,-11.6,1
2017-02-17,280.53,5.09,1
2017-02-18,279.79,3.74,1
2017-02-19,284.15,7.93,1
2017-02-20,276.33,1.76,1
2017-02-21,271.01,-3.9,1
2017-02-22,270.59,-4.64,1
2017-02-23,273.93,-1.18,1
2017-02-24,278.54,2.16,1
2017-02-25,276.73,2.36,1
2017-02-26,278.39,2.04,1
2017-02-27,277.54,2.94,1
2017-02-28,283.31,6.45,1
2017-03-01,277.94,0.18,1
2017-03-02,276.15,-1.34,1
2017-03-04,271.12,-4.99,1
2017-03-05,272.39,-3.59,1
2017-03-06,264.86,-10.19,1
2017-03-08,264.5,-12.68,1
2017-03-12,259.29,-17.92,1
2017-03-13,265.28,-12.68,1
2017-03-14,265.46,-12.54,1
2017-03-15,267.42,-10.03,1
2017-03-16,271.11,-6.35,1
2017-03-18,265.79,-12.38,1
2017-03-19,262.86,-16.27,1
2017-03-20,266.27,-11.67,1
2017-03-21,272.04,-7.86,1
2017-03-22,273.64,-4.76,1
2017-03-23,278.22,-0.34,1
2017-03-24,274.39,-6.99,1
2017-03-25,272.38,-7.47,1
2017-03-26,274.1,-6.85,1
2017-03-27,277.17,-4.31,1
2017-03-28,276.91,-4.77,1
2017-03-29,278.4,-3.23,1
2017-03-30,281.32,-0.67,1
2017-03-31,280.51,-0.55,1
2017-04-01,283.39,2.33,1
2017-04-02,272.28,-8.12,1
2017-04-03,265.7,-14.94,1
2017-04-04,280.81,0.41,1
2017-04-06,282.51,0.38,1
2017-04-07,279.73,-3.21,1
2017-04-08,276.36,-5.54,1
2017-04-09,279.04,-3.64,1
2017-04-10,281.7,-1.05,1
2017-04-11,283.08,0.74,1
2017-04-12,283.84,0.06,1
2017-04-13,280.33,-3.47,1
2017-04-14,278.47,-5.53,1
2017-04-16,269.98,-12.12,1
2017-04-17,282.48,-2.43,1
2017-04-18,284.02,-0.13,1
2017-04-19,272.97,-11.71,1
2017-04-20,284.38,-0.07,1
2017-04-21,280.67,-4.21,1
2017-04-22,279.2,-4.48,1
2017-04-23,270.78,-11.91,1
2017-04-25,283.96,-1.17,1
2017-04-26,286.5,0.87,1
2017-04-27,283.36,-1.14,1
2017-04-28,266.84,-17.24,1
2017-04-29,281.42,-4.8,1
2017-04-30,279.8,-5.49,1
2017-05-02,277.18,-8.39,1
2017-05-03,287.09,2.89,1
2017-05-04,276.11,-7.56,1
2017-05-05,285.6,2.81,1
2017-05-07,283.43,-1.29,1
2017-05-08,289.36,4.28,1
2017-05-11,280.89,-4.03,1
2017-05-14,282.59,-2.92,1
2017-05-15,275.3,-8.41,1
2017-05-16,284.05,-1.61,1
2017-05-17,289.79,4.07,1
2017-05-18,287.95,0.25,1
2017-05-19,291.89,8.52,1
2017-05-20,286.49,2.52,1
2017-05-21,271.39,-13.18,1
2017-05-22,275.27,-10.59,1
2017-05-23,286.27,-1.53,1
2017-05-24,288.82,4.75,1
2017-05-25,287.97,1.83,1
2017-05-28,266.27,-18.41,1
2017-05-29,278.59,-6.69,1
2017-05-31,279.08,-7.18,1
2017-06-01,287.81,1.55,1
2017-06-02,294.44,7.88,1
2017-06-03,288.61,2.45,1
2017-06-04,297.26,7.77,1
2017-06-05,286.87,-1.57,1
2017-06-09,289.34,-0.42,1
2017-06-10,288.68,0.08,1
2017-06-11,295.01,8.69,1
2017-06-12,292.68,5.86,1
2017-06-13,288.48,1.95,1
2017-06-14,294.05,8.68,1
2017-06-15,273.06,-11.98,1
2017-06-18,291.8,7.73,1
2017-06-19,286.38,2.15,1
2017-06-22,268.16,-15.13,1
2017-06-23,291.21,5.49,1
2017-06-24,285.48,-0.56,1
2017-06-25,281.98,-4.04,1
2017-06-26,287.86,4.61,1
2017-06-28,272.22,-11.55,1
2017-06-29,291.32,5.58,1
2017-06-30,282.65,-4.01,1
2017-07-02,274.97,-11.64,1
2017-07-05,268.93,-12.77,1
2017-07-06,271.74,-9.17,1
2017-07-07,279.36,-4.86,1
2017-07-08,280.47,-2.69,1
2017-07-12,273.21,-6.61,1
2017-07-13,269.93,-13.33,1
2017-07-14,274.41,-7.53,1
2017-07-16,287.13,2.64,1
2017-07-17,280.7,-2.63,1
2017-07-18,274.73,-6.26,1
2017-07-19,272.46,-8.31,1
2017-07-20,264.78,-21.32,1
2017-07-21,272.99,-7.12,1
2017-07-22,266.72,-15.75,1
2017-07-25,270.32,-12.6,1
2017-07-26,270.6,-11.39,1
2017-07-27,265.65,-13.24,1
2017-07-28,287.0,5.46,1
2017-07-30,265.39,-15.94,1
2017-07-31,269.16,-12.95,1
2017-08-01,273.87,-8.24,1
2017-08-02,278.68,-4.04,1
2017-08-04,268.88,-14.98,1
2017-08-05,268.88,-13.81,1
2017-08-08,277.1,-6.93,1
2017-08-11,280.68,-2.17,1
2017-08-15,268.15,-14.34,1
2017-08-16,269.62,-13.31,1
2017-08-18,275.88,-7.97,1
2017-08-20,271.68,-13.08,1
2017-08-24,277.5,-3.72,1
2017-08-25,266.4,-16.19,1
2017-08-26,271.46,-11.63,1
2017-08-27,271.63,-11.4,1
2017-08-30,285.54,0.75,1
2017-08-31,278.14,-6.22,1
2017-09-03,272.88,-8.01,1
2017-09-04,284.11,1.0,1
2017-09-05,282.52,0.13,1
2017-09-06,285.93,2.1,1
2017-09-07,277.91,-5.65,1
2017-09-08,283.78,0.19,1
2017-09-09,291.77,6.94,1
2017-09-10,285.83,3.85,1
2017-09-11,286.06,1.11,1
2017-09-12,282.59,0.07,1
2017-09-14,285.73,2.53,1
2017-09-15,280.96,-0.93,1
2017-09-16,289.73,6.16,1
2017-09-17,286.24,2.29,1
2017-09-18,290.0,6.37,1
2017-09-23,283.33,-0.54,1
2017-09-24,290.48,3.51,1
2017-09-25,288.8,2.44,1
2017-09-26,293.59,9.35,1
2017-09-27,287.47,1.39,1
